MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,stock_type,fetch_time
功能性产品,90,3,90900,0,37.49,20.19,20260622,2.92,1.55,-13.29,23.83,6.17,1.16,0.07,5.38,0.00,-0.45,-3.09,3.48,-1.58,-12.55,-14.74,-19.51,-13.26,-29.00,-10.61,183.42,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.59,8700.00,0.00,0.59,2.00,1176.33,4793.05,0.00,0.00,0,1,0,0,-2,0,29.08,67.97,27.94,11.16,0.00,0.82,45.83,40.06,45.64,3.57,3.64,0,1,0,0,0,2150.00,0.87,1211.83,552.82,13479.24,69.11,0.00,575,0,20260309,0,0,20260209,0,20260424,0,0,20250806,0,920005.BJ,stock,2026-06-22 22:02:32
航空机械,77,1,90913,0,22.12,11.92,20260622,2.95,0.49,-37.18,15.52,8.22,0.93,0.08,30.98,0.06,1.00,-1.90,-0.57,-9.53,1.47,-5.18,-17.23,-19.56,-36.05,4.82,-54.14,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.65,106800.00,0.00,8.44,49.00,2411.10,6907.90,0.00,0.00,0,1,0,0,1,0,17.37,38.98,15.89,8.40,0.00,1.76,-78.28,193.30,646.46,0.65,4.94,0,1,0,0,0,3516.52,10.68,-522.47,133.65,6331.08,750.91,0.00,233,0,0,0,0,20260121,0,20260424,20250409,0,20250630,0,920006.BJ,stock,2026-06-22 22:02:32
光伏支架核心零部件,67,2,90900,0,51.27,27.61,20260622,3.72,2.08,-3.85,18.17,4.34,0.43,0.03,5.74,0.00,3.45,-2.57,0.12,1.24,-4.18,-16.01,-24.31,-32.72,-40.64,-8.64,79.18,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.99,39800.00,0.00,0.00,0.00,683.54,3045.36,0.00,0.00,0,1,0,0,1,0,40.31,97.58,37.65,23.99,0.00,0.90,32.26,19.21,24.19,3.04,2.80,0,1,0,0,0,1064.29,3.98,1489.34,261.34,34517.87,227.49,0.00,399,0,0,20251029,0,0,0,20260429,0,0,20260123,0,920007.BJ,stock,2026-06-22 22:02:32
网络总线产品,75,1,91309,0,29.74,16.02,20260622,3.52,1.07,9.72,14.74,7.88,6.73,0.49,249.05,0.00,1.05,-2.51,3.16,0.96,-0.73,-8.08,-13.73,-8.11,-23.09,3.44,-43.54,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.44,11500.00,0.00,17.70,76.00,2135.99,8090.50,0.00,0.00,0,1,0,0,1,0,23.04,44.50,21.76,10.00,0.00,1.29,-8921.91,89.96,72.82,0.35,4.53,0,1,0,0,0,3088.13,1.15,-14.83,188.67,3155.30,263.38,0.00,177,0,0,0,0,20260610,0,20260427,0,0,20260302,0,920008.BJ,stock,2026-06-22 22:02:32
试剂产品,95,3,40900,0,54.56,29.38,20260622,16.25,2.58,-27.91,29.93,3.89,1.46,0.49,125.35,0.02,-8.03,20.95,3.09,11.82,5.96,-7.63,-19.95,-12.42,-28.32,2.25,225.47,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-2.31,5635300.50,0.00,4.29,11.00,8812.98,16674.75,0.00,0.00,0,1,0,0,-1,0,36.58,79.43,33.23,17.10,0.00,1.44,40.84,33.30,36.40,0.85,4.30,0,1,0,0,0,1008.00,563.53,1583.38,941.11,18367.22,2405.86,0.00,364,0,0,0,0,0,0,20260429,0,0,20260618,0,920009.BJ,stock,2026-06-22 22:02:32
燃气销售,90,0,90404,0,11.79,6.35,20260622,2.92,0.70,-2.69,21.60,15.98,1.19,0.13,84.13,0.00,1.54,-1.41,-4.37,-10.24,-14.64,-22.60,-30.70,-38.88,-15.89,-13.11,-38.52,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.55,264000.00,0.00,26.99,290.00,5163.11,16132.89,0.00,0.00,0,1,0,0,1,1,9.36,17.81,8.78,4.79,0.00,-0.21,57.38,77.64,76.17,0.33,3.10,0,1,0,0,0,9333.05,26.40,925.47,78.38,6205.40,6867.32,0.00,189,0,0,0,0,20241220,0,20260428,20260303,0,20260303,0,920010.BJ,stock,2026-06-22 22:02:32
交流串激电机,100,1,0,0,30.91,16.65,20260622,9.89,1.23,34.33,19.31,4.34,2.01,0.41,59.02,0.00,-1.77,-0.34,0.97,1.03,-12.18,-16.12,-15.09,50.71,50.71,-4.69,50.71,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.04,167700.00,0.00,3.41,14.00,3035.85,10703.44,0.00,0.00,0,1,0,0,-2,0,23.69,32.05,22.50,15.50,0.00,0.00,30.38,21.03,21.74,0.00,2.27,0,1,0,0,0,1860.00,16.77,1504.17,832.81,40728.84,498.98,0.00,1076,0,0,0,0,0,0,20260428,0,0,20260522,0,920011.BJ,stock,2026-06-22 22:02:32
电子封装材料,95,1,0,0,90.64,48.82,20260622,15.29,1.03,84.78,35.16,13.76,1.59,0.50,362.72,0.00,2.25,4.07,3.08,19.24,-5.96,5.99,2.36,264.15,264.15,-10.36,264.15,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1.85,2706099.75,0.00,137.37,206.00,20108.32,58845.22,0.00,0.00,0,1,0,0,5,1,67.24,99.00,42.00,19.58,0.00,0.00,54.83,52.42,52.08,0.00,4.25,0,1,0,0,0,1929.75,270.61,1574.90,547.58,14752.83,708.44,0.00,462,0,0,0,0,20260522,0,20260423,20260417,0,20260529,0,920012.BJ,stock,2026-06-22 22:02:32
非标撬装燃气集成系统,90,2,90110,0,11.33,6.11,20260622,3.05,1.39,-73.87,10.86,5.97,1.21,0.12,23.55,0.00,2.18,-2.68,-0.67,-1.00,-9.45,-17.50,-28.15,-38.81,-22.99,-10.00,-42.77,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,23500.00,0.00,0.50,5.00,1073.05,3845.43,0.00,0.00,0,1,0,0,1,1,8.95,21.99,8.31,16.18,0.00,0.70,69.53,122.22,113.23,1.15,1.38,0,1,0,0,0,4354.69,2.35,338.29,512.43,4523.02,3881.19,0.00,550,0,20260112,0,0,20250616,0,20260429,20260303,0,20260319,0,920014.BJ,stock,2026-06-22 22:02:32
"羟胺盐,硅烷交联剂",100,3,81100,0,71.87,38.71,20260622,12.35,0.76,-45.09,72.53,21.41,0.86,0.22,212.20,0.00,-3.24,-3.37,-0.88,6.85,17.45,12.87,31.22,45.50,13.18,30.80,201.92,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.56,1899700.00,0.00,320.04,558.00,26368.46,82647.42,0.00,0.00,0,1,0,0,-3,2,55.15,69.92,35.60,18.15,0.00,1.71,62.25,38.53,43.22,0.78,4.25,0,1,0,0,0,4001.24,189.97,2817.29,1054.29,95074.11,2157.01,0.00,242,0,0,0,0,20260402,0,20260429,20251029,0,20251111,0,920015.BJ,stock,2026-06-22 22:02:32
凉味剂,93,0,90913,0,17.29,9.31,20260622,2.21,1.36,-8.53,10.35,4.60,0.44,0.02,8.38,0.00,1.13,-4.04,-0.29,-5.75,-8.50,-14.00,-21.71,-16.51,-30.20,-8.26,-49.72,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.53,3000.00,0.00,0.28,2.00,1042.33,2707.39,0.00,0.00,0,1,0,0,1,0,13.74,27.30,12.65,7.50,0.00,1.25,41.18,53.48,47.38,0.53,2.65,0,1,0,0,0,3065.26,0.30,558.67,366.58,6564.68,390.38,0.00,349,0,0,0,0,20260225,0,20260417,0,0,20250610,0,920016.BJ,stock,2026-06-22 22:02:32
消化道和代谢方面的药物,100,1,10901,0,20.28,10.92,20260622,1.16,1.37,12.95,19.35,19.15,1.47,0.06,18.60,0.00,0.13,1.30,-0.52,-0.25,-1.57,-4.41,-11.40,3.78,-11.30,-1.20,-26.01,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.71,69700.00,0.00,0.00,0.00,2112.83,5531.38,0.00,0.00,0,1,0,0,2,0,15.57,26.50,14.93,12.30,0.00,1.17,15.22,18.76,17.60,3.85,1.16,0,1,0,0,0,6939.37,6.97,2887.85,1994.28,43095.43,2194.72,0.00,588,0,20240703,20230928,0,20251208,0,20260429,20231124,0,20250609,0,920017.BJ,stock,2026-06-22 22:02:32
换位导线,95,6,40700,0,21.68,11.68,20260622,3.65,1.99,-2.66,28.64,9.95,0.86,0.07,32.02,0.00,3.72,-1.59,-0.88,3.47,-5.72,-14.23,-23.25,-19.01,-16.66,-9.42,150.73,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.84,70100.00,0.00,0.84,4.00,1879.66,7199.22,0.00,0.00,0,1,0,0,1,0,17.04,36.77,16.04,9.17,0.00,1.14,25.33,25.96,25.46,0.92,3.07,0,1,0,0,0,5749.09,7.01,2713.61,166.02,85398.76,51.53,0.00,842,0,0,0,0,20251024,0,20260428,0,0,20251016,0,920018.BJ,stock,2026-06-22 22:02:32
矿山工程建设,93,1,60709,0,26.18,14.10,20260622,2.68,0.90,-7.23,41.63,33.17,1.29,0.21,62.63,0.00,-1.69,3.81,0.83,2.85,2.85,16.13,4.87,13.15,-5.53,13.80,-13.23,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.44,1382600.00,0.00,14.33,74.00,11353.50,27261.55,0.00,0.00,0,1,0,0,-1,0,19.57,31.45,16.30,4.33,0.00,1.74,62.29,104.98,117.90,0.50,4.45,0,1,0,0,0,5826.67,138.26,1688.44,667.54,22668.58,2733.07,0.00,3596,0,0,0,0,20251029,0,20260428,0,0,20250324,0,920019.BJ,stock,2026-06-22 22:02:32
矿山轮胎,100,6,11300,0,18.91,10.19,20260622,1.15,0.72,20.62,33.29,8.23,3.13,0.09,12.38,0.00,1.72,-1.69,-0.67,-1.39,-4.27,-1.92,-8.30,-0.60,-12.63,0.96,103.85,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.21,1500.00,0.00,0.00,0.00,834.61,2615.22,0.00,0.00,0,1,0,0,1,0,14.82,23.64,14.19,7.50,0.00,0.90,20.31,18.82,18.04,1.65,2.78,0,1,0,0,0,4407.74,0.15,3998.36,1611.22,56346.23,2228.71,0.00,317,0,20260609,20260113,0,20260514,0,20260428,0,0,20251103,0,920020.BJ,stock,2026-06-22 22:02:32
电视频道综合运营服务:电视频道覆盖服务业务,95,1,10110,0,9.89,5.33,20260622,7.21,1.23,-24.93,24.87,19.93,1.36,0.25,149.23,0.00,5.78,-3.55,-4.94,-3.12,-8.11,-18.93,-23.48,-6.39,19.97,-7.26,8.06,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,405500.00,0.00,20.43,258.00,11826.17,39995.75,0.00,0.00,0,1,0,0,1,2,8.05,17.47,6.24,7.18,0.00,1.55,107.64,233.48,165.90,0.20,3.83,0,1,0,0,0,20481.00,40.55,524.61,556.03,17320.67,2172.85,0.00,172,0,0,0,0,20260304,0,20260429,20260114,0,20260213,0,920021.BJ,stock,2026-06-22 22:02:32
塑料燃油箱总成,90,3,90900,0,28.61,15.41,20260622,2.95,2.79,-15.49,13.05,3.60,0.77,0.05,2.38,0.00,-1.68,-0.09,-0.45,-2.39,-7.72,-11.78,-18.74,-13.72,-26.37,-6.24,122.63,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.45,73700.00,0.00,0.22,1.00,355.32,1726.88,0.00,0.00,0,1,0,0,-3,0,21.98,48.26,21.01,10.90,0.00,1.29,19.99,19.28,19.99,5.36,2.93,0,1,0,0,0,1661.50,7.37,1613.70,564.81,11737.13,95.95,0.00,489,0,0,0,0,0,0,20260428,0,0,20251211,0,920022.BJ,stock,2026-06-22 22:02:32
原料果汁,1,1,130913,0,2.63,1.43,20260622,3.18,1.73,-25.45,6.42,5.27,0.92,0.07,27.20,0.00,-3.45,-1.93,-2.82,-6.22,-16.60,-18.34,-22.84,-45.26,-58.47,-15.15,-53.66,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,45600.00,0.00,5.46,265.00,746.64,3425.59,0.00,0.00,0,1,0,0,-3,1,2.06,6.50,1.86,3.60,0.00,1.61,245.23,53.47,77.77,0.00,0.53,0,1,0,0,0,24068.33,4.56,-53.61,0.00,14816.03,471.28,0.00,444,0,20240221,0,0,20250220,0,20260428,20251222,0,20251226,0,920023.BJ,stock,2026-06-22 22:02:32
点胶阀及配件,100,2,140910,0,32.66,17.60,20260622,2.70,0.84,80.31,28.61,21.57,1.44,0.21,57.29,0.12,-0.92,-3.05,-3.64,1.63,-3.60,1.67,-2.51,14.59,-0.95,15.07,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,1.11,226800.00,0.00,43.24,165.00,6372.74,17938.02,0.00,0.00,0,1,0,0,-3,0,25.94,38.54,19.14,26.00,0.00,1.89,172.49,55.85,56.39,1.48,4.48,0,1,0,0,0,3256.65,22.68,336.23,821.69,12774.38,1885.27,0.00,489,0,0,0,0,20260506,0,20260428,20250410,0,20250820,0,920026.BJ,stock,2026-06-22 22:02:32
安全监测检测类产品,93,2,91313,0,15.23,8.21,20260622,2.34,1.48,-20.00,12.16,6.48,1.78,0.09,23.20,0.00,0.77,-2.82,0.00,-0.34,-5.37,-10.87,-19.00,-12.58,-27.68,-3.75,-48.18,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.43,38600.00,0.00,7.21,60.00,1095.49,3840.23,0.00,0.00,0,1,0,0,1,0,11.91,29.20,11.19,8.81,0.00,0.69,52.87,27.28,23.98,1.77,2.62,0,1,0,0,0,5486.46,3.86,560.82,422.05,15112.75,5946.08,0.00,360,0,0,0,0,20251226,0,20260429,0,0,20260331,0,920027.BJ,stock,2026-06-22 22:02:32
"MPP,PE Foam",100,0,100000,0,24.76,13.34,20260622,8.01,1.26,28.11,30.06,11.88,0.98,0.16,85.09,0.00,-3.99,-4.13,6.83,-0.60,-7.25,-17.06,-3.23,-1.19,94.57,4.22,94.57,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.79,241400.00,0.00,82.35,411.00,10113.18,32410.85,0.00,0.00,0,1,0,0,-2,0,18.89,25.33,15.15,9.40,0.00,1.69,34.02,28.15,27.74,0.00,2.65,0,1,0,0,0,6495.96,24.14,2115.70,870.71,42593.00,177.37,0.00,1185,0,0,0,0,20260507,0,20260428,0,0,20260427,0,920028.BJ,stock,2026-06-22 22:02:32
智能计量终端,90,3,90909,0,46.52,25.06,20260622,0.54,1.28,5.38,73.67,71.69,0.56,0.02,16.02,0.00,-0.53,-2.00,-0.35,-3.21,-14.75,-16.02,-22.61,-32.97,-41.11,-18.59,-39.24,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.84,61200.00,0.00,4.61,12.00,3711.45,9879.46,0.00,0.00,0,1,0,0,-4,0,36.35,72.07,34.21,30.38,0.00,0.90,34.47,10.48,13.29,3.00,1.95,0,1,0,0,0,5794.11,6.12,3305.73,4850.25,287310.18,7640.28,0.00,1474,0,0,0,0,20260413,0,20260428,0,0,20250407,0,920029.BJ,stock,2026-06-22 22:02:32
"增值服务,整车销售",78,0,90913,0,6.00,3.24,20260622,1.92,1.71,-13.06,8.32,5.23,3.20,0.19,25.47,0.00,0.65,-2.53,-0.42,-4.91,-7.92,-12.60,-20.24,-13.08,-32.11,-7.73,-35.69,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.43,23000.00,0.00,4.73,100.00,926.23,2432.05,0.00,0.00,0,1,0,0,1,1,4.73,10.88,4.29,3.60,0.00,0.94,112.28,-26.41,-26.70,0.00,1.91,0,1,0,0,0,7338.94,2.30,63.68,55.08,11363.20,2972.70,0.00,1155,0,0,0,0,20260320,0,20260427,20250918,0,20250922,0,920030.BJ,stock,2026-06-22 22:02:32
金属萃取剂,87,1,11111,0,20.24,10.90,20260622,2.21,1.14,-33.76,19.53,13.58,1.72,0.17,42.78,0.00,5.27,0.00,-3.59,1.61,4.67,1.36,-5.81,12.57,-8.08,5.95,-18.42,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.19,39400.00,0.00,0.78,5.00,1149.64,6415.55,0.00,0.00,0,1,0,0,1,0,16.04,22.52,14.35,14.77,0.00,1.39,18.76,83.95,48.48,0.32,2.53,0,1,0,0,0,3823.08,3.94,2499.10,559.57,20026.29,2532.60,0.00,356,0,20240624,0,0,20260618,0,20260428,0,0,20231220,0,920033.BJ,stock,2026-06-22 22:02:32
冷链智能控制及监测记录类产品,98,2,11300,0,32.22,17.36,20260622,4.46,1.15,14.01,17.51,3.94,0.44,0.04,12.68,0.00,1.77,-4.65,0.93,-1.10,-8.25,-13.62,-22.01,-5.47,-24.03,-9.25,160.91,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.04,5000.00,0.00,0.53,2.00,2332.35,5386.86,0.00,0.00,0,1,0,0,1,0,25.57,54.78,23.64,12.10,0.00,1.40,39.23,29.00,27.91,1.68,2.95,0,1,0,0,0,1561.68,0.50,1117.91,1020.41,23815.73,2577.31,0.00,707,0,0,0,0,0,0,20260427,0,0,20251229,0,920035.BJ,stock,2026-06-22 22:02:32
智能网络摄像机及物联网视频产品,98,0,90000,0,55.54,29.92,20260622,12.46,1.12,-5.81,22.59,5.42,0.98,0.25,45.60,0.00,-2.88,1.30,1.93,2.62,-4.93,-7.77,-19.65,-16.68,94.65,4.22,94.65,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.02,265300.00,0.00,7.41,17.00,6444.93,19601.38,0.00,0.00,0,1,0,0,-1,1,41.86,67.30,38.80,21.52,0.00,1.10,148.82,29.38,31.21,0.47,3.80,0,1,0,0,0,1306.13,26.53,368.37,2244.23,36949.86,2782.86,0.00,568,0,0,0,0,0,0,20260428,20260310,0,20260609,0,920036.BJ,stock,2026-06-22 22:02:32
绝缘板材,92,3,90900,0,58.00,31.24,20260622,5.46,1.94,14.78,55.06,17.80,0.57,0.07,65.94,0.00,-3.63,0.25,0.59,1.05,-6.30,-12.21,-22.10,-18.40,-27.77,-5.58,592.43,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.92,159200.00,0.00,23.98,54.00,5273.94,19754.98,0.00,0.00,0,1,0,0,-1,0,43.86,82.86,34.78,10.00,0.00,1.56,24.06,28.88,27.04,2.10,6.07,0,1,0,0,0,4139.00,15.92,5689.92,622.96,26842.26,318.00,0.00,1265,0,0,0,0,0,0,20260428,0,0,20250721,0,920037.BJ,stock,2026-06-22 22:02:32
招标代理服务收入,98,0,130901,0,10.45,5.63,20260622,1.82,1.30,-55.60,12.58,12.58,1.82,0.21,50.21,0.00,1.74,-6.62,10.81,3.29,-2.74,-5.98,-16.36,-11.76,-27.22,-2.39,-23.77,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.37,138700.00,0.00,106.14,1237.00,3291.98,9530.24,0.00,0.00,0,1,0,0,1,2,8.11,24.90,7.66,4.41,0.00,1.19,40.80,39.65,42.33,1.24,2.31,0,1,0,0,0,5040.19,13.87,761.59,440.20,58307.33,166.48,0.00,533,0,0,0,0,20220831,0,20260429,20250710,0,20250710,0,920039.BJ,stock,2026-06-22 22:02:32
无源光器件,79,1,120000,0,841.08,452.90,20260622,6.05,0.76,-12.50,494.54,146.23,1.15,0.20,1195.53,0.00,12.29,4.54,3.93,53.76,42.45,44.90,17.79,118.83,135.11,26.15,2199.77,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,8.19,13875400.00,0.00,263.78,43.00,66173.95,241783.01,0.00,0.00,0,1,0,0,5,0,628.68,765.00,300.00,31.59,0.00,3.18,147.03,144.53,133.76,0.08,42.76,0,1,0,0,0,1455.19,1387.54,8242.26,2203.08,50257.00,38.72,0.00,4392,0,0,0,0,0,0,20260428,0,0,20260106,0,920045.BJ,stock,2026-06-22 22:02:32
变压器,92,1,60108,0,31.23,16.83,20260622,10.00,1.07,62.00,25.09,13.87,1.16,0.34,135.48,0.00,3.20,-8.84,-1.38,-2.60,-14.63,-13.23,-16.14,-16.56,85.49,-19.69,60.73,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.33,637300.00,0.00,72.29,278.00,18683.94,44888.21,0.00,0.00,0,1,0,0,1,1,25.68,39.25,13.00,5.00,0.00,1.87,96.51,165.25,158.34,0.33,9.71,0,1,0,0,0,3950.22,63.73,631.69,177.68,4321.82,2539.84,0.00,136,0,0,0,0,20251104,0,20260423,20260119,0,20260513,0,920046.BJ,stock,2026-06-22 22:02:32
"药品销售,CMO业务",85,0,41010,0,25.23,13.59,20260622,7.47,1.42,5.57,49.94,32.80,0.99,0.17,223.28,0.21,-6.18,13.58,4.59,14.32,0.84,-39.94,-37.53,-19.03,-23.20,-24.81,-7.61,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-2.11,6233400.50,0.00,313.54,1784.00,35042.89,76780.39,0.00,0.00,0,1,0,0,-1,0,17.43,35.20,15.62,6.02,0.00,1.00,-105.07,-99.09,-91.96,0.00,18.81,0,1,0,0,0,16457.44,623.34,-1231.07,841.37,4154.52,1291.90,0.00,193,0,0,0,0,20240925,20240125,20260423,0,0,20260529,0,920047.BJ,stock,2026-06-22 22:02:32
康复护理产品,90,0,40000,0,35.98,19.38,20260622,1.17,1.09,-51.08,18.86,5.05,0.29,0.01,1.95,0.00,0.69,0.25,-2.37,-0.88,-3.59,-10.44,-15.29,-8.92,86.05,-3.03,86.05,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,19900.00,0.00,0.00,0.00,641.62,2019.31,0.00,0.00,0,1,0,0,2,0,27.94,54.00,26.81,15.98,0.00,1.34,19.19,19.91,19.40,3.61,1.74,0,1,0,0,0,1810.27,1.99,2432.60,205.16,36283.64,256.64,0.00,2374,0,0,0,0,0,0,20260424,0,0,20260122,0,920050.BJ,stock,2026-06-22 22:02:32
铝合金零部件,100,1,0,0,37.53,20.21,20260622,3.86,1.30,-47.12,19.71,4.43,0.86,0.07,29.56,0.00,0.38,-1.84,-0.27,-0.07,-7.91,-12.63,-21.67,20.00,20.00,-5.72,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.21,0.00,0.00,0.88,3.00,1350.70,4443.24,0.00,0.00,0,1,0,0,1,0,29.26,42.56,25.88,24.70,0.00,0.00,14.04,13.72,13.13,1.91,1.61,0,1,0,0,0,1530.00,0.00,3252.02,1339.39,54679.89,413.87,0.00,1245,0,0,0,0,0,0,20260428,0,0,20260520,0,920055.BJ,stock,2026-06-22 22:02:32
高分子助剂,90,1,50100,0,25.87,13.93,20260622,3.87,0.84,9.69,16.53,6.24,1.06,0.09,24.82,0.00,1.66,-3.63,-0.77,0.40,3.32,-6.65,-12.20,-5.34,-17.83,3.38,186.54,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,21900.00,0.00,2.25,11.00,2427.11,7543.94,0.00,0.00,0,1,0,0,1,0,20.37,36.85,18.52,7.21,0.00,1.67,27.89,29.54,28.05,0.74,3.00,0,1,0,0,0,3067.69,2.19,1293.85,318.23,15180.69,248.24,0.00,283,0,0,0,0,20260128,0,20260428,0,0,20260123,0,920056.BJ,stock,2026-06-22 22:02:32
"钢构件制造,钢结构一体化解决方案",88,2,70913,0,6.42,3.46,20260622,2.20,1.59,-57.52,9.17,5.90,1.53,0.09,22.06,0.00,2.43,-1.20,-1.57,-2.69,-9.65,-11.70,-19.94,-14.09,-21.92,-6.98,-26.88,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-2.43,81000.00,0.00,0.00,0.00,1070.01,3042.81,0.00,0.00,0,1,0,0,1,0,5.05,10.60,4.66,4.00,0.00,1.08,126.06,98.38,73.20,0.30,1.28,0,1,0,0,0,9460.92,8.10,96.89,1463.75,11423.29,3257.10,0.00,669,0,20240926,0,0,20260604,0,20260429,20241106,0,20250724,0,920057.BJ,stock,2026-06-22 22:02:32
两轮摩托车,95,4,70901,0,28.56,15.38,20260622,3.01,2.72,-23.29,12.22,6.02,0.63,0.08,3.05,0.00,-0.77,-3.05,1.93,-3.88,-9.84,-21.21,-20.96,-16.54,-36.66,-13.08,-43.20,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.36,48500.00,0.00,3.27,14.00,652.23,3266.06,0.00,0.00,0,1,0,0,-2,1,22.31,57.38,20.56,16.50,0.00,0.22,39.84,23.84,25.75,2.84,3.43,0,1,0,0,0,1404.44,4.85,741.65,822.09,13343.73,4113.41,0.00,762,0,20230905,20240723,0,20251124,0,20260428,20250905,0,20250908,20260513,920058.BJ,stock,2026-06-22 22:02:32
多层板,100,2,140109,0,38.93,20.97,20260622,4.32,1.01,-12.46,44.72,27.89,1.32,0.16,157.91,0.00,-1.80,-3.14,1.58,0.82,-3.41,-8.35,-11.20,-7.89,-9.17,0.03,-7.64,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-0.30,980300.00,0.00,126.01,410.00,12641.77,39261.15,0.00,0.00,0,1,0,0,-2,0,30.26,43.34,27.77,11.16,0.00,2.01,60.60,36.51,39.69,1.67,4.10,0,1,0,0,0,7083.22,98.03,1617.80,1097.17,35550.43,134.97,0.00,1256,0,0,0,0,20251209,0,20260429,0,0,20250728,0,920060.BJ,stock,2026-06-22 22:02:32
磁力过滤设备,90,1,11309,0,30.53,16.45,20260622,8.89,1.67,-7.51,17.90,9.96,1.65,0.57,133.80,0.00,7.66,4.96,-5.17,14.54,9.48,4.68,-6.54,10.29,-10.09,15.11,-37.18,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,-1.23,394600.00,0.00,10.22,46.00,5874.58,19239.97,0.00,0.00,0,1,0,0,2,0,23.43,48.13,21.04,8.09,0.00,1.63,353.53,374.89,358.86,0.30,6.38,0,1,0,0,0,2089.62,39.46,34.73,172.69,6265.73,1053.80,0.00,175,0,0,0,0,20260312,0,20260417,20241101,0,20250711,0,920061.BJ,stock,2026-06-22 22:02:32
